neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,calculated_host_listings_count,availability_365
1,1,1,150,3,27,49,1,320
1,2,0,65,2,25,1,1,30
1,52,1,159,1,77,4,1,50
0,21,0,65,2,8,9,2,8
1,8,0,159,1,0,-1,4,269
0,3,1,200,5,1,17,1,0
2,44,0,60,1,44,4,1,84
2,31,0,46,1,2,52,1,96
1,8,1,150,5,0,-1,1,13
0,29,1,69,3,7,345,1,0
0,15,0,26,2,0,-1,1,0
0,20,1,190,2,5,27,2,5
0,12,0,50,14,0,-1,2,0
0,15,0,65,7,0,-1,3,59
0,20,0,80,2,0,-1,2,0
0,20,1,125,2,48,16,1,48
3,86,1,71,2,30,22,1,306
0,12,1,150,4,82,16,1,331
2,94,1,80,5,51,4,1,57
0,79,1,70,30,10,11,3,183
1,4,1,80,5,15,483,1,46
0,21,0,43,2,39,95,2,0
1,1,1,210,1,108,84,3,216
0,113,1,133,3,2,1704,1,0
0,0,0,50,1,1,1337,1,0
2,81,1,100,60,2,48,1,132
1,2,0,47,2,83,85,2,48
1,28,0,99,3,35,33,1,162
0,6,1,150,4,42,33,1,244
0,54,0,50,6,0,-1,1,100
1,28,2,80,1,1,1492,1,170
0,32,1,200,1,0,-1,1,0
4,72,0,47,5,33,21,1,176
0,6,0,44,3,9,447,2,0
0,6,0,67,3,16,19,2,307
2,37,0,60,2,25,1730,7,14
0,6,0,50,1,33,374,1,0
3,55,1,245,2,37,21,1,216
0,6,0,29,1,65,9,1,5
0,79,1,180,7,1,682,1,0
1,19,1,189,1,40,4,1,73
0,21,0,41,1,82,84,1,30
2,49,0,60,2,26,13,1,112
0,12,1,120,2,45,22,1,19
1,11,1,123,2,6,23,1,34
1,1,1,339,3,40,297,12,0
0,123,1,125,3,1,96,1,0
2,44,0,30,3,13,17,2,65
4,80,0,54,1,16,363,1,69
0,15,1,75,3,9,411,1,280
1,9,1,92,7,9,461,1,4
0,12,1,130,5,61,16,2,185
0,29,0,55,2,2,1110,1,0
0,21,0,35,3,4,728,1,0
0,24,1,75,4,2,1277,1,0
1,102,0,50,3,0,-1,1,0
1,14,1,180,1,72,86,3,223
0,79,1,89,1,113,17,1,13
1,8,0,93,1,27,8,3,190
1,5,1,289,30,0,-1,232,223
2,37,1,85,30,4,360,15,232
1,4,0,80,1,54,2,3,180
0,6,1,150,4,6,156,1,11
0,20,0,100,1,7,288,1,0
1,23,2,35,14,0,-1,28,322
0,12,1,175,2,92,102,1,96
0,32,1,113,3,4,94,2,0
1,53,0,69,2,45,27,2,0
0,197,0,50,4,36,47,2,316
1,4,1,105,4,8,11,1,0
2,126,0,55,1,72,84,2,29
0,20,1,100,90,0,-1,1,0
2,87,1,109,2,68,38,1,54
1,28,1,500,3,56,59,2,163
0,79,0,150,2,0,-1,1,363
0,6,1,125,2,3,518,3,0
4,144,0,34,1,2,1133,2,5
0,10,1,260,2,6,38,1,1
0,22,0,68,2,64,85,6,177
1,1,0,250,1,0,-1,1,0
0,76,1,200,30,19,1142,2,179
1,2,1,200,2,2,1614,1,0
0,12,1,125,31,11,372,2,190
2,83,1,199,2,39,263,2,0
0,12,0,68,28,5,32,1,258
0,12,1,37,4,2,222,1,0
0,21,1,60,3,8,290,1,0
1,23,1,300,3,30,16,2,182
0,21,1,87,2,70,19,1,54
1,1,1,500,180,0,-1,10,363
0,12,1,160,2,9,63,1,157
1,30,1,145,2,3,1391,1,0
3,109,0,40,5,1,1395,1,87
0,197,0,50,4,24,36,2,311
1,8,2,60,1,34,4,4,363
0,6,0,40,7,0,-1,1,365
2,31,0,70,1,2,1273,1,0
1,2,1,100,3,2,754,2,0
1,7,1,172,4,27,27,1,42
1,52,0,75,1,1,212,2,0
1,4,1,118,1,7,1207,1,0
1,26,1,240,1,66,16,1,83
4,144,0,73,2,31,46,2,39
0,16,0,58,2,0,-1,2,0
3,176,0,60,3,90,58,1,0
2,129,2,34,1,45,97,3,348
2,56,1,60,6,11,38,11,299
0,12,1,125,6,11,25,1,0
1,28,0,79,1,0,-1,1,0
1,2,0,55,2,25,642,1,0
1,8,0,165,4,53,84,1,0
0,6,0,45,1,2,1389,1,0
1,2,0,70,2,8,728,1,156
2,83,1,93,2,70,47,1,89
2,39,0,49,1,2,15,1,0
2,25,1,65,15,1,1482,1,0
1,30,0,140,3,27,59,1,348
1,1,0,700,1,0,-1,11,179
1,53,0,100,1,8,198,1,0
1,2,0,125,1,7,23,1,297
1,7,1,295,2,71,85,1,89
2,25,0,120,2,3,1517,1,0
0,34,0,75,1,133,32,3,336
0,84,2,75,1,25,38,1,270
2,39,2,30,1,51,27,3,140
1,23,1,127,4,7,36,2,3
0,12,0,60,3,46,84,3,0
3,78,1,165,2,51,16,1,0
0,12,0,59,5,1,150,2,48
0,12,0,100,1,0,-1,1,0
0,21,1,105,2,45,38,1,74
0,21,0,58,1,10,64,8,179
1,2,1,125,10,10,179,1,0
2,39,2,30,1,36,13,3,140
2,39,2,30,1,41,46,3,145
1,14,1,146,7,3,1279,1,353
0,70,0,52,3,23,25,13,90
1,30,0,35,20,1,208,2,267
0,67,0,62,1,0,-1,1,0
0,0,0,43,2,0,-1,1,0
0,15,0,32,1,8,1763,1,0
0,12,0,88,1,58,9,4,50
0,21,0,80,3,0,-1,2,140
1,4,1,149,3,15,117,1,120
1,1,1,169,30,48,40,1,325
2,81,0,85,2,3,1701,1,89
1,19,1,395,3,4,145,1,89
1,52,0,60,2,2,1181,1,0
0,3,1,100,3,6,442,1,3
0,15,0,50,3,1,1746,2,0
0,84,0,35,1,17,1666,3,0
0,6,1,99,2,21,17,1,26
1,19,2,75,1,40,37,2,24
1,4,0,60,1,61,59,1,45
2,103,0,46,2,31,97,1,51
0,6,1,175,4,44,6,1,249
2,95,1,120,1,35,38,1,356
1,2,1,179,2,37,33,1,333
0,12,1,1000,1,0,-1,4,179
1,30,1,120,4,10,224,1,4
0,12,1,2000,1,0,-1,4,177
0,12,1,2500,1,0,-1,4,140
0,12,0,69,5,6,48,1,0
1,14,0,98,1,19,672,1,0
0,20,0,100,2,0,-1,1,0
1,23,1,117,1,4,392,1,0
0,6,1,115,2,39,17,1,90
0,15,0,45,5,1,1749,1,0
1,19,0,149,2,5,1250,2,0
1,77,1,8500,30,2,550,1,251
0,0,1,175,7,0,-1,1,0
0,79,0,80,21,0,-1,1,0
2,39,1,125,1,16,672,1,0
1,30,1,125,2,24,64,1,188
0,117,0,99,2,31,70,2,0
1,30,0,115,6,2,555,3,90
0,20,1,96,4,0,-1,1,0
0,54,0,150,5,1,351,1,0
1,45,0,67,3,7,1605,1,0
0,24,1,225,2,32,50,1,56
2,63,0,36,1,0,-1,1,0
1,9,0,62,4,7,64,1,0
0,21,0,35,1,6,754,1,0
0,16,1,175,6,2,267,1,67
1,23,2,32,14,0,-1,4,341
1,2,0,39,1,26,102,2,10
1,2,0,60,2,5,989,1,0
1,27,0,110,3,71,47,2,37
0,13,0,47,1,1,858,1,0
0,12,0,59,5,0,-1,2,67
0,21,0,30,3,1,692,1,0
0,70,1,139,3,21,2,1,344
0,20,0,70,1,42,83,3,15
1,19,1,110,3,4,267,1,0
1,23,0,81,5,24,102,1,164
0,12,0,85,2,2,946,1,0
1,60,1,68,3,64,77,1,13
0,6,1,95,2,50,32,1,54
0,6,0,80,2,2,538,1,0
1,26,1,409,3,52,9,1,106
1,45,0,60,2,3,182,1,0
1,48,1,400,1,0,-1,1,0
1,14,0,80,3,0,-1,1,0
1,30,1,66,5,8,95,1,0
0,6,1,200,6,3,515,1,1
1,2,0,50,1,0,-1,1,0
1,8,0,95,5,20,8,2,104
0,21,2,29,1,3,1614,1,0
0,6,0,60,4,0,-1,1,22
2,25,1,90,4,0,-1,1,0
1,28,1,240,30,2,29,6,156
0,15,1,162,2,3,60,1,0
2,37,0,46,2,26,58,6,180
3,172,0,31,7,3,10,1,357
2,56,0,100,2,21,86,1,32
0,6,1,159,3,12,21,2,285
0,21,0,50,2,0,-1,1,0
0,73,1,70,2,1,1128,1,0
0,21,0,35,1,1,1303,1,0
0,22,0,59,2,10,33,1,27
0,10,1,150,2,13,70,1,282
2,103,0,80,1,4,21,2,78
1,7,1,200,3,81,33,1,189
1,23,1,225,6,22,115,1,17
1,28,1,225,30,1,400,6,240
2,25,1,100,2,45,38,1,269
0,12,0,96,3,38,86,1,25
2,44,0,60,1,22,66,7,73
2,44,0,60,1,14,62,7,64
0,6,1,300,5,0,-1,1,0
1,9,1,145,29,18,50,1,155
1,5,0,335,4,0,-1,1,365
2,56,0,75,2,4,758,1,0
0,32,0,80,1,14,6,1,2
0,13,1,155,1,16,25,1,14
1,28,1,100,30,5,128,8,229
0,12,1,150,6,0,-1,1,0
0,6,1,120,2,89,85,1,35
1,28,1,225,2,8,349,1,209
1,7,1,175,3,4,692,1,0
1,30,0,75,3,21,46,3,138
1,30,0,89,6,5,21,3,90
0,38,0,55,15,0,-1,1,0
1,23,0,100,7,0,-1,1,0
2,37,0,60,1,112,13,2,84
2,46,0,60,1,83,123,6,171
1,8,2,77,1,0,-1,1,350
0,6,0,50,1,0,-1,1,0
0,17,1,250,2,81,8,1,213
1,2,0,80,4,1,1431,1,365
0,6,0,43,1,58,9,6,152
1,14,0,99,3,3,952,1,0
0,6,0,43,1,35,172,6,155
0,6,0,43,1,33,48,6,170
3,206,1,60,3,81,102,3,272
0,12,0,52,2,4,1722,1,0
0,15,1,110,1,38,1177,1,0
1,2,0,60,2,16,648,1,363
0,12,2,26,2,8,595,2,0
2,37,0,46,2,22,86,6,180
0,29,1,200,3,29,85,1,50
1,7,1,150,5,13,543,1,0
1,14,0,80,4,34,12,2,20
4,209,0,65,2,2,9,2,135
1,9,1,130,4,17,121,1,0
1,8,0,90,3,2,128,2,339
1,7,2,75,1,69,38,6,167
0,6,0,40,3,3,86,4,89
2,25,0,47,3,0,-1,1,0
1,26,1,450,30,16,77,1,145
0,24,1,150,2,68,2,2,32
0,21,1,110,3,7,471,1,38
0,12,0,101,1,5,97,1,90
2,103,1,135,2,68,6,1,89
0,21,0,55,1,18,13,1,19
2,83,0,51,2,60,13,5,125
2,83,0,39,2,59,46,5,157
2,83,0,37,2,66,16,5,150
2,83,0,37,2,34,97,5,126
2,83,0,37,2,32,337,5,126
2,61,0,75,2,85,8,2,349
0,21,0,25,1,0,-1,1,0
1,43,1,130,2,77,38,1,85
1,28,1,479,1,52,13,1,3
2,25,0,150,4,0,-1,1,0
2,44,0,89,1,42,27,1,5
0,12,1,220,1,0,-1,1,0
0,82,1,175,3,21,30,1,160
1,18,0,36,1,1,1304,3,0
2,81,0,49,1,3,15,5,35
2,25,1,135,30,0,-1,2,159
0,21,1,84,30,7,96,26,156
2,95,0,60,2,35,16,1,205
1,1,1,170,4,47,38,1,320
1,28,1,126,3,52,27,1,35
0,21,0,100,1,2,83,2,20
1,30,0,55,1,2,344,1,341
1,19,1,159,2,10,17,1,17
0,12,0,90,2,16,307,2,20
0,79,1,90,2,41,15,1,0
2,121,0,30,2,57,13,6,254
0,15,1,325,4,3,189,2,98
1,23,1,250,5,0,-1,1,0
1,1,1,550,2,0,-1,1,0
0,12,0,70,3,2,8,1,223
4,42,0,80,2,32,76,3,17
1,14,1,150,4,21,17,2,5
4,42,0,80,2,29,36,3,17
1,28,0,83,1,75,38,1,44
0,20,0,80,2,0,-1,1,0
2,39,2,50,1,25,208,1,5
0,12,0,60,3,0,-1,1,0
2,63,0,40,1,14,1123,1,0
1,2,1,165,7,2,348,2,105
0,34,1,130,7,11,38,1,1
0,12,0,65,25,6,543,2,0
0,32,0,50,10,4,132,1,0
0,70,1,60,3,61,17,2,127
0,22,0,42,5,1,854,1,0
1,23,1,158,1,46,2,1,106
1,19,1,174,2,0,-1,1,0
2,39,1,65,2,15,37,1,27
1,7,1,380,4,2,1228,1,0
0,6,1,110,1,59,84,1,248
0,15,1,145,2,66,13,1,158
0,6,0,77,2,6,672,2,89
0,6,0,99,2,8,1226,2,179
1,28,0,89,3,7,442,5,213
1,28,0,98,5,30,4,2,23
1,5,1,305,30,1,290,232,326
1,7,2,75,1,53,17,6,172
1,7,2,70,1,50,252,6,362
0,22,0,68,2,69,4,6,196
0,3,1,450,3,2,50,1,99
0,15,0,40,1,2,64,1,0
0,70,1,75,6,30,12,1,0
0,6,0,50,1,0,-1,1,0
1,64,1,200,3,21,16,1,124
1,50,1,290,5,4,594,2,69
4,141,0,50,3,18,16,2,326
0,100,1,175,2,50,6,1,173
0,90,1,125,3,25,214,1,348
1,14,1,96,1,32,70,1,2
1,68,1,250,2,38,47,1,322
1,28,1,135,12,4,202,1,171
0,12,1,140,6,3,76,1,0
0,21,0,45,2,10,1614,1,0
0,12,0,75,2,2,1002,2,7
1,1,1,220,4,17,857,1,208
1,14,1,186,3,4,1614,1,0
0,100,0,70,2,23,123,1,53
1,48,1,175,7,12,38,1,2
0,16,0,55,2,5,678,1,0
2,81,1,95,5,29,102,1,120
0,29,0,640,3,3,943,1,18
2,37,1,278,2,31,16,7,68
1,8,1,125,2,8,96,1,176
1,2,1,150,2,12,49,1,0
2,81,0,65,3,31,2,2,41
0,21,0,43,1,12,52,2,47
0,0,2,250,3,0,-1,1,365
0,12,1,285,1,5,25,4,3
2,178,0,65,1,119,1123,1,0
1,18,1,85,1,2,327,1,188
1,68,0,120,7,2,67,1,31
1,68,1,165,6,10,16,1,43
0,12,0,39,7,4,250,1,0
1,30,0,39,5,0,-1,1,0
0,21,0,40,1,12,96,2,0
1,14,1,250,30,3,1580,10,338
0,123,1,140,2,59,85,1,77
0,90,0,60,2,12,642,1,0
0,12,1,250,4,0,-1,1,0
1,28,1,200,3,0,-1,1,0
2,56,1,135,2,57,33,1,0
2,31,1,120,3,2,37,1,180
0,6,0,48,3,0,-1,1,0
2,25,1,200,1,54,9,2,338
1,2,0,55,1,39,115,2,153
0,70,1,86,1,154,2,2,311
1,51,1,130,2,3,302,2,300
0,6,1,112,3,43,13,1,29
0,22,0,70,1,66,8,1,144
1,27,1,275,5,6,668,3,0
0,13,1,150,2,8,976,2,11
1,28,1,175,3,24,15,1,0
0,12,1,378,3,13,85,1,25
1,8,1,150,12,0,-1,1,0
0,24,0,65,1,69,116,1,0
4,127,1,85,2,83,11,1,329
3,217,1,57,1,0,-1,1,0
1,2,0,46,14,12,202,4,0
2,25,1,190,2,65,13,1,259
1,51,0,70,3,1,545,2,358
0,12,0,60,1,0,-1,1,0
1,45,1,125,3,3,1307,1,0
0,12,1,175,4,2,1486,1,0
1,23,0,100,3,10,21,3,361
1,11,1,245,60,12,224,1,13
0,6,1,68,3,19,12,1,28
0,12,1,85,6,7,483,1,0
0,16,1,95,1,8,960,2,6
1,43,0,110,5,6,96,1,0
0,33,0,74,1,20,106,4,162
1,4,0,53,21,2,106,2,61
1,30,0,45,1,1,663,4,90
0,21,0,125,3,1,1656,3,1
1,19,0,95,1,78,16,1,5
0,21,0,45,3,17,86,1,16
0,29,0,250,3,3,1704,1,0
1,60,1,300,3,24,38,1,32
0,13,1,148,3,20,70,1,0
2,25,0,55,4,2,21,5,89
4,144,0,47,3,14,50,1,197
1,2,1,250,30,0,-1,1,0
1,43,1,115,7,5,171,1,0
0,21,0,55,2,1,1544,1,0
0,70,1,140,1,30,33,2,4
4,42,1,240,1,22,6,3,1
1,5,1,140,300,0,-1,1,331
2,63,0,120,1,3,124,1,322
0,3,1,200,30,6,50,1,266
0,21,2,50,1,0,-1,1,0
0,21,0,49,14,5,116,2,163
0,13,1,175,2,0,-1,1,0
1,101,1,180,4,0,-1,1,0
2,46,0,70,1,41,362,1,67
1,2,1,400,4,7,86,2,244
1,52,1,199,2,69,85,1,112
1,4,1,194,1,19,34,1,177
1,14,1,500,30,2,1709,1,179
1,8,0,105,2,38,27,1,300
1,8,0,70,1,1,1667,1,0
0,12,0,50,1,0,-1,1,0
1,1,1,187,3,12,52,3,6
1,52,1,250,2,14,21,1,0
1,19,0,53,3,1,858,1,0
0,21,0,50,3,0,-1,2,86
0,29,1,100,5,1,404,1,0
0,21,0,65,2,9,245,1,0
1,23,0,110,2,29,758,2,117
0,22,0,36,2,11,1460,1,0
2,162,0,40,1,78,17,2,69
1,14,1,185,2,32,9,1,47
0,12,1,175,2,4,297,1,27
0,123,0,65,1,13,483,2,160
0,15,0,42,2,10,428,1,10
0,15,2,25,2,13,128,1,81
0,15,0,72,2,16,9,1,0
1,8,0,45,30,4,128,3,242
0,15,1,77,6,15,34,1,32
1,8,0,120,2,4,1614,1,0
0,24,1,70,1,6,23,1,0
2,162,0,35,1,78,4,2,75
1,11,1,200,10,11,556,1,365
2,49,0,70,2,6,471,1,0
0,6,0,100,3,0,-1,1,364
1,8,0,179,1,4,1746,4,270
1,28,1,110,3,2,682,1,0
1,1,1,374,3,11,47,3,3
1,26,1,133,6,0,-1,1,0
0,6,1,175,2,44,13,1,285
0,6,0,42,2,8,716,1,0
1,23,0,350,10,2,198,1,87
2,112,1,200,2,45,38,1,42
0,21,0,65,3,4,754,1,342
0,12,0,55,15,0,-1,2,1
0,24,1,150,3,10,16,2,187
1,2,0,115,1,53,264,1,0
1,7,2,75,1,59,38,6,362
0,22,0,62,2,67,6,6,50
1,4,0,139,1,6,682,1,0
1,8,1,150,31,1,886,8,332
0,3,0,75,7,1,942,1,0
2,85,0,45,3,9,345,1,90
1,30,0,90,1,32,135,1,5
2,49,1,113,2,51,12,1,41
0,12,0,100,4,0,-1,1,89
0,13,1,186,4,2,37,2,22
2,39,0,60,7,0,-1,1,0
4,65,0,34,1,122,12,4,5
2,201,0,72,5,6,1363,1,364
0,15,0,42,4,36,29,2,292
0,12,1,250,2,2,455,1,0
1,1,1,120,1,8,1454,17,267
1,1,1,120,1,6,40,17,246
1,1,1,107,1,0,-1,17,208
1,1,1,137,1,10,362,17,182
1,1,1,163,1,11,106,17,221
1,1,1,153,1,7,25,17,226
1,1,1,120,1,3,331,17,257
1,1,1,137,1,7,748,17,218
1,1,1,120,1,3,252,17,200
1,1,1,163,1,8,276,17,225
1,1,1,153,1,4,59,17,216
1,1,1,137,1,5,1547,17,162
1,1,1,120,1,7,21,17,232
1,1,1,208,1,4,36,17,215
1,1,1,153,1,7,252,17,234
1,1,1,163,1,8,291,17,239
0,16,1,110,30,25,86,1,125
1,7,0,400,2,19,6,1,166
1,30,0,65,2,0,-1,1,0
4,92,1,360,2,8,27,1,71
1,45,0,120,1,2,1123,1,0
0,12,1,95,45,1,1746,1,0
0,21,0,50,1,80,12,1,57
0,12,0,65,14,0,-1,1,0
4,204,2,26,1,10,1623,1,312
0,10,1,189,1,5,748,5,270
0,12,0,60,2,0,-1,1,0
0,20,0,150,5,0,-1,1,310
1,19,1,400,4,8,116,4,161
1,1,0,90,2,15,1226,1,0
1,1,0,400,3,2,1376,1,2
1,2,1,245,3,28,47,1,272
1,43,0,100,3,3,960,1,0
0,6,1,125,2,53,47,1,215
1,102,1,220,15,4,62,1,9
0,12,0,49,7,0,-1,1,37
2,44,0,55,3,13,30,1,83
0,13,1,250,3,37,9,2,140
1,68,0,110,1,69,9,1,176
2,94,0,45,2,18,56,1,0
2,103,0,100,1,0,-1,1,0
1,2,1,175,3,43,9,1,37
1,2,0,81,4,41,85,2,28
1,7,2,75,1,59,9,6,174
0,6,2,37,30,3,716,10,342
0,6,2,32,31,4,590,10,341
1,11,1,200,5,54,70,1,242
0,12,1,120,14,2,985,1,177
0,6,1,150,3,11,8,1,2
0,6,0,70,1,2,8,2,0
0,20,0,40,1,0,-1,1,0
1,1,0,108,3,7,247,1,0
1,18,1,91,1,2,1614,3,0
0,20,0,140,2,0,-1,1,0
1,43,1,212,29,0,-1,96,332
1,2,0,105,1,35,38,2,60
1,2,0,147,1,3,52,2,57
1,43,1,205,29,1,892,96,338
1,23,1,92,2,12,386,1,0
0,70,1,139,3,25,6,2,70
2,56,0,100,2,1,151,1,0
1,2,0,55,5,1,728,1,38
1,9,1,80,1,73,59,1,183
0,24,0,75,4,6,15,2,0
4,177,0,40,2,80,102,2,291
0,12,1,400,2,3,885,2,0
1,43,1,205,29,2,1580,96,10
1,2,0,70,2,6,1747,2,0
1,4,0,80,1,47,33,3,178
1,23,1,220,2,40,297,1,1
1,43,1,215,29,0,-1,96,343
1,60,0,119,3,17,442,2,86
0,22,0,44,30,1,1110,1,0
1,7,1,199,5,0,-1,3,9
1,2,1,190,5,0,-1,1,0
0,3,0,45,3,0,-1,1,0
2,25,0,60,1,1,38,1,326
1,19,1,178,3,40,29,2,83
0,29,1,750,7,0,-1,1,0
1,8,0,175,4,11,59,2,63
0,6,0,49,5,0,-1,1,0
0,3,1,130,3,15,9,1,41
0,54,1,135,2,26,85,4,29
2,121,1,100,2,57,2,2,267
2,56,1,325,2,2,85,2,365
0,15,1,150,2,49,11,3,210
0,22,1,100,4,20,13,1,328
0,12,0,45,3,3,1304,1,0
0,12,0,75,6,25,85,1,84
1,4,0,30,1,15,216,3,0
0,21,0,130,2,30,46,1,290
2,56,0,75,7,0,-1,1,0
0,15,1,105,1,39,6,1,38
2,81,1,75,1,31,1122,1,0
1,8,1,150,3,42,118,1,3
1,2,1,89,5,1,672,2,7
4,72,0,57,1,6,601,3,220
1,8,0,800,1,0,-1,4,269
2,37,0,50,1,63,32,3,156
1,19,1,325,5,44,46,1,179
0,12,1,300,1,70,2,3,1
1,8,0,219,1,0,-1,4,269
2,25,1,150,4,41,38,1,175
1,7,1,99,30,55,1084,1,63
2,124,2,100,1,0,-1,1,0
1,4,1,250,2,17,38,1,47
1,2,0,150,7,0,-1,1,0
0,6,1,112,2,48,58,1,0
1,11,1,175,3,18,8,1,175
1,26,0,95,5,1,1431,2,0
0,6,1,100,2,25,54,1,65
1,43,1,220,29,0,-1,96,220
1,43,1,227,29,0,-1,96,267
1,11,1,280,3,9,461,1,0
0,12,1,750,5,2,15,2,178
0,54,0,55,3,1,1701,1,0
1,27,1,165,2,0,-1,1,0
1,1,1,200,30,0,-1,33,365
1,1,1,159,30,0,-1,33,364
1,8,1,200,30,0,-1,33,364
1,2,0,93,1,2,1614,1,0
0,22,1,125,2,31,86,1,64
1,2,0,100,5,0,-1,1,364
0,21,1,105,2,80,13,2,77
0,6,1,99,30,0,-1,3,341
4,88,1,69,21,11,1725,4,343
4,72,0,47,5,61,442,1,130
1,2,0,50,7,2,1564,1,358
1,8,0,120,5,9,128,2,0
1,43,1,210,29,0,-1,96,365
0,21,1,84,9,1,1722,1,0
2,56,1,89,2,68,11,1,64
0,20,0,90,1,13,181,2,0
1,43,1,222,29,0,-1,96,241
1,28,1,100,30,0,-1,8,320
1,43,1,227,29,0,-1,96,322
0,12,1,220,3,9,349,1,0
1,14,1,172,30,6,94,1,195
0,12,1,550,5,3,2,1,38
0,84,1,800,1,3,515,1,362
1,28,1,162,30,0,-1,8,327
2,63,1,175,2,9,95,2,0
2,37,1,149,2,28,12,7,63
2,37,1,149,2,28,38,7,74
0,12,1,190,2,1,952,1,0
1,23,1,600,2,1,1391,1,0
0,12,0,96,2,9,48,1,0
0,12,0,125,30,13,25,6,255
1,28,1,166,2,2,1496,1,0
0,6,0,45,1,5,374,2,0
0,29,0,75,2,7,9,1,17
1,4,0,30,4,5,204,3,0
2,83,0,70,5,3,1496,1,189
1,8,1,300,2,2,680,2,0
0,6,1,200,3,28,22,1,25
1,60,0,160,2,129,49,1,3
1,30,1,300,4,31,13,1,286
1,7,0,90,1,70,28,2,21
1,7,1,375,2,22,17,4,77
0,21,1,100,2,7,854,1,0
0,54,0,50,2,35,25,4,296
1,19,0,89,1,114,12,1,38
1,2,0,60,1,77,33,1,132
0,21,1,100,1,13,582,1,34
0,20,0,65,30,3,380,10,341
2,37,0,100,1,0,-1,7,71
0,24,1,125,2,68,11,1,290
2,37,0,100,2,0,-1,7,0
0,20,2,35,30,3,836,10,365
2,37,1,85,30,3,38,15,256
0,12,0,86,2,34,9,1,156
0,54,1,30,4,0,-1,1,0
1,8,0,600,1,0,-1,1,199
1,2,0,99,1,10,411,6,31
1,30,1,50,1,12,122,1,0
1,2,1,270,3,23,4,1,17
2,83,1,195,3,23,32,1,302
1,23,1,110,30,54,25,5,193
1,2,0,80,1,11,752,6,0
1,4,0,85,6,2,637,1,0
1,19,1,125,1,14,245,1,0
0,12,1,190,1,0,-1,1,53
0,21,0,75,1,20,59,1,89
0,96,0,55,2,7,12,5,188
0,15,0,35,1,45,16,1,28
0,20,0,48,7,2,216,1,0
1,7,0,129,5,94,9,2,110
1,71,0,139,3,10,25,1,189
1,7,0,129,5,97,17,2,114
1,27,1,400,30,0,-1,1,90
1,11,1,240,2,0,-1,1,81
0,6,1,85,5,28,86,1,32
2,56,1,105,30,25,97,5,235
0,12,1,600,3,14,32,1,167
0,12,1,110,3,11,37,1,90
0,12,1,280,6,6,15,1,11
0,21,0,75,3,25,13,3,167
0,6,0,50,2,1,1478,3,0
0,15,0,40,2,7,1554,1,0
2,56,0,60,1,24,130,1,0
1,53,1,375,3,7,1368,1,0
1,8,0,30,1,89,59,2,94
0,24,2,45,2,2,1554,1,35
0,6,1,100,1,91,33,1,79
0,21,0,67,5,34,38,1,102
1,19,1,200,1,29,13,1,176
1,2,0,65,6,12,13,2,8
3,179,1,110,2,69,86,1,19
0,10,0,49,6,48,84,2,5
1,2,0,39,30,2,15,1,0
1,14,1,199,3,36,16,1,293
2,31,0,65,3,23,276,1,354
1,2,0,45,30,1,526,8,318
1,7,1,196,3,7,1153,1,0
0,15,0,65,3,24,49,1,9
0,6,0,47,2,27,47,1,272
2,81,1,110,4,17,21,1,94
1,5,1,240,3,6,58,1,0
1,2,0,45,1,60,38,2,195
0,54,1,225,3,1,1528,1,26
0,12,1,200,2,13,362,1,3
0,33,0,45,5,2,769,1,0
1,71,1,171,20,1,1644,4,0
1,14,1,70,1,0,-1,1,364
1,132,1,170,1,17,27,2,0
2,25,1,125,2,10,23,1,8
0,24,1,45,5,3,348,1,0
1,77,1,150,3,8,123,1,66
0,79,0,106,2,1,1431,1,0
0,10,0,80,10,0,-1,1,0
2,44,0,50,1,37,6,7,45
2,44,0,50,1,22,6,7,59
0,90,0,90,3,34,156,1,231
0,6,0,60,2,42,16,5,324
0,12,1,154,3,5,76,1,80
1,8,0,80,2,22,6,1,0
4,59,0,65,1,2,0,4,364
4,59,0,65,2,0,-1,4,365
1,19,0,149,3,1,1706,2,0
0,12,0,66,10,1,1513,1,0
0,117,1,150,14,3,561,3,3
1,64,1,2990,2,69,11,1,237
0,21,1,69,3,64,9,2,219
0,6,2,30,1,99,38,1,67
0,20,0,65,30,2,769,10,341
0,21,0,31,2,1,392,1,0
0,6,1,120,5,2,147,1,301
1,23,1,140,2,23,4,1,0
0,16,0,55,2,2,246,1,0
2,37,0,50,1,62,76,3,172
0,12,0,60,2,6,242,1,0
1,43,1,179,29,2,857,96,333
2,56,0,45,30,5,117,1,101
1,43,1,187,29,1,51,96,332
1,30,0,50,2,2,892,1,0
1,43,1,179,29,0,-1,96,333
0,12,1,249,2,62,135,5,32
1,43,1,182,29,2,15,96,259
0,6,0,40,2,20,247,3,3
2,56,0,60,3,6,654,1,156
2,56,0,50,3,33,46,1,282
0,6,1,175,2,60,47,1,297
0,34,1,195,2,60,38,1,258
0,6,0,40,2,41,247,3,0
4,66,0,60,2,7,15,2,156
0,117,0,75,3,5,373,1,67
0,54,0,40,2,1,1391,1,0
0,12,1,150,3,2,92,1,0
1,7,1,115,2,0,-1,2,0
1,8,0,72,1,5,38,1,32
0,6,1,95,4,4,72,1,9
0,6,1,100,3,48,117,1,0
0,6,0,75,1,38,8,1,0
1,11,1,250,2,5,25,1,0
1,9,1,1000,1,2,1379,1,365
0,21,0,60,1,3,348,1,0
1,11,1,163,7,7,1059,1,0
1,7,0,75,7,0,-1,1,0
